record_id,site,observation_dates,collection_windows,source_sheet,time_taken_to_cross_s,steps_taken_for_cross,time_for_six_steps_s,people_entered_zone_count,people_exited_zone_count,people_in_zone_count,stopped,direction_code,with_phone,earphones,following_phone_user_or_headway,speed_difference_from_followed_phone_user,gender_recorded_code,walking_alone,backpack,carrying_one_hand,carrying_both_hands,heavy_weight,paper_category_code,speed_mps,speed_uniform_step_length_mps
bay_street_027,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.03,7,3.04,32,23,9,0,0,0,0,0,,0,1,1,0,0,0,1,1.1761786600496278,1.2373697368421055
bay_street_028,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.55,7,3.02,33,24,9,0,1,0,0,0,,1,5,1,0,0,0,1,1.335211267605634,1.3587973509933775
bay_street_029,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.48,7,3.02,34,24,10,0,1,0,0,0,,0,5,1,0,0,0,1,1.3620689655172415,1.3276172185430466
bay_street_030,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.19,7,3.31,35,26,9,0,1,0,1,0,,1,1,0,1,0,0,1,1.1312649164677804,1.314612688821752
bay_street_031,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.13,7,3.12,36,27,9,0,1,0,0,0,,1,1,0,0,0,0,1,1.1476997578692494,1.3152461538461537
bay_street_032,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.96,9,2.71,37,27,10,0,1,0,0,0,,0,1,1,0,0,0,1,1.196969696969697,1.3880457564575648
bay_street_033,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.85,7,3.13,38,30,8,0,1,1,0,0,,0,1,0,0,0,0,3,1.2311688311688311,1.2017904153354635
bay_street_034,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.44,7,2.89,39,31,8,0,0,0,0,0,,0,1,1,1,0,0,1,1.377906976744186,1.3873370242214536
bay_street_035,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,5,10,3.07,40,32,8,0,1,0,0,1.8000000000000043,-0.28316883116883107,0,6,0,1,0,0,2,0.9480000000000001,1.305994788273616
bay_street_036,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.97,8,3.12,41,32,9,0,1,0,0,2.1999999999999957,-0.03721417121920889,0,1,1,0,0,0,2,1.1939546599496222,1.205642307692308
bay_street_037,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.74,8,3.02,42,32,10,0,1,0,0,2.1999999999999957,-0.23116883116883113,1,6,0,0,0,0,2,1.0,1.3587973509933775
bay_street_038,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.96,9,3.3,43,33,10,0,1,0,0,3.1000000000000014,-0.2755236698785085,0,7,0,1,0,0,2,0.9556451612903226,1.1398800000000002
bay_street_039,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.96,9,3.3,44,33,11,0,1,0,0,3.1000000000000014,-0.2755236698785085,0,7,0,1,0,0,2,0.9556451612903226,1.1398800000000002
bay_street_040,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.91,7,3.4,45,33,12,0,1,0,0,3.500000000000007,-0.018892616335071555,1,1,1,0,0,0,2,1.2122762148337596,1.2798141176470585
bay_street_041,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.97,9,2.94,46,35,11,0,1,0,0,6.000000000000007,-0.27744649716480685,0,1,0,1,0,0,1,0.9537223340040243,1.279457142857143
bay_street_042,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.5,8,2.84,47,35,12,0,1,0,0,6.100000000000001,0.12311688311688318,0,8,1,0,0,0,1,1.3542857142857143,1.4117619718309864
bay_street_043,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.52,8,2.89,48,35,13,0,1,0,0,6.100000000000001,0.11542207792207804,0,8,1,1,0,0,1,1.3465909090909092,1.3873370242214536
bay_street_044,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.8,8,3.64,49,38,11,0,1,0,0,7.300000000000004,-0.2436688311688311,0,1,1,0,0,0,1,0.9875,1.0334076923076925
bay_street_045,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,5.26,9,3.6,50,41,9,0,1,1,0,8.199999999999996,-0.3300281467581847,1,1,1,0,0,0,3,0.9011406844106464,1.208713333333333
bay_street_046,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.77,8,3.52,51,41,10,0,0,1,0,0,,0,1,1,1,0,0,3,0.9937106918238995,1.0686375000000001
bay_street_047,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.12,7,3.54,52,43,9,0,0,0,0,1.2000000000000028,0.15677474506930433,1,1,1,0,0,0,2,1.1504854368932038,1.2291999999999996
bay_street_048,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.8,9,3.32,53,45,8,0,0,0,0,3.700000000000003,-0.006210691823899439,0,9,1,1,0,0,2,0.9875,1.1330132530120485
bay_street_049,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.54,10,3.29,54,46,8,0,0,0,0,4.1000000000000085,0.050342171612223985,0,9,1,1,0,0,2,1.0440528634361235,1.143344680851064
bay_street_050,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.84,8,2.94,55,48,7,0,0,0,0,5.400000000000006,0.24066430817610052,1,1,0,1,0,0,1,1.234375,1.4800571428571425
bay_street_051,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.42,8,3.19,56,48,8,0,0,1,0,5.400000000000006,0.07868749822134935,0,1,1,1,0,0,3,1.0723981900452488,1.179186206896552
bay_street_052,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.7,7,2.98,57,49,8,0,0,0,0,3.200000000000003,0.20868289103583226,1,1,0,1,1,1,2,1.281081081081081,1.3770362416107382
bay_street_053,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.43,9,3,58,51,7,0,1,0,0,0,,0,1,1,1,1,0,1,1.069977426636569,1.2538680000000002
bay_street_054,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.82,6,3.58,59,51,8,0,0,0,0,4,0.16843950628982984,1,1,0,1,0,0,2,1.2408376963350787,1.2846837988826814
bay_street_055,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.93,7,3.28,60,52,8,0,1,0,0,0,,0,1,1,1,0,0,1,1.2061068702290076,1.2223792682926833
bay_street_056,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.26,7,3.64,61,54,7,0,0,0,0,7.8999999999999915,0.04027786629277941,0,10,1,0,0,0,1,1.1126760563380282,1.1014846153846156
bay_street_057,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.79,6,3.69,62,54,8,0,0,0,0,8,0.17826144056161142,1,10,1,0,0,0,1,1.2506596306068603,1.2463869918699186
bay_street_058,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.57,6,3.5,63,56,7,0,0,0,0,9.799999999999997,0.2553329023917261,1,11,1,0,0,0,1,1.327731092436975,1.3140479999999999
bay_street_059,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.15,7,3.31,64,56,8,0,0,0,0,9.899999999999991,0.0697704846535463,1,11,1,0,0,0,1,1.1421686746987951,1.2397486404833837
bay_street_060,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.58,5,3.56,65,57,8,0,0,0,1,0,,0,1,1,1,0,0,1,1.324022346368715,1.195843820224719
bay_street_061,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.19,6,3.19,66,60,6,0,0,0,0,0,,0,1,1,0,0,0,1,1.4858934169278997,1.256866457680251
bay_street_062,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,5.111,7,3.97,67,62,5,0,0,0,0,0,,1,12,1,0,0,0,1,0.9274114654666407,1.0336443324937028
bay_street_063,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.27,8,3.61,68,62,6,0,0,0,0,0,,0,12,1,0,0,0,1,1.1100702576112413,1.1106382271468147
bay_street_064,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.55,9,3.06,69,62,7,0,0,0,0,0,,0,12,1,0,0,0,1,1.0417582417582418,1.2292823529411767
bay_street_065,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.37,7,3.28,70,62,8,0,0,0,0,0,,0,1,1,1,0,0,1,1.0846681922196797,1.2223792682926833
bay_street_066,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.84,7,3.43,71,66,5,0,0,0,0,0,,0,1,0,1,0,0,1,1.234375,1.168922448979592
bay_street_067,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.96,6,2.98,72,67,5,0,0,0,0,0,,1,1,0,0,0,0,1,1.6013513513513515,1.5433449664429528
bay_street_068,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.31,8,3.31,73,67,6,0,0,0,0,0,,0,1,0,1,0,0,1,1.0997679814385153,1.1364362537764352
bay_street_069,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.21,8,3.06,74,67,7,0,1,0,0,0,,1,1,0,0,0,0,1,1.1258907363420427,1.341035294117647
bay_street_070,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.79,6,3.28,75,69,6,0,0,0,0,0,,0,1,1,0,0,0,1,1.2506596306068603,1.2223792682926833
bay_street_071,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.01,6,3.01,76,70,6,0,0,0,0,0,,1,1,1,1,0,0,1,1.5747508305647842,1.5279627906976745
bay_street_072,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.99,6,2.95,77,72,5,0,0,0,0,0,,1,1,1,0,0,1,1,1.585284280936455,1.4750399999999997
bay_street_073,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.21,7,3.01,78,73,5,0,0,0,0,0,,0,13,1,0,0,0,1,1.4766355140186918,1.414353488372093
bay_street_074,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.4,7,3.25,79,73,6,0,0,0,0,0,,1,13,1,0,0,0,1,1.3941176470588237,1.3388824615384611
bay_street_075,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.44,7,3.26,80,73,7,0,0,0,0,0,,1,13,1,0,0,0,1,1.377906976744186,1.334775460122699
bay_street_076,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.23,7,3.02,81,76,5,0,0,0,0,0,,0,1,1,1,1,0,1,1.4674922600619196,1.3276172185430466
bay_street_077,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,6.02,10,3.58,82,76,6,0,1,0,0,0,,0,14,1,0,0,0,1,0.7873754152823921,1.050727374301676
bay_street_078,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,5.95,10,3.57,83,76,7,0,1,0,0,0,,1,14,1,1,0,0,1,0.7966386554621849,1.1494588235294119
bay_street_079,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.9,6,3.01,84,77,7,0,0,1,0,0,,1,1,0,1,0,0,3,1.6344827586206898,1.5279627906976745
bay_street_080,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.47,7,3.29,85,79,6,0,0,0,0,2.299999999999983,-0.26848852230945064,1,15,1,0,0,0,2,1.3659942363112392,1.3226042553191486
bay_street_081,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.52,7,3.26,86,79,7,0,0,0,0,2.5,-0.28789184952978064,0,15,1,0,0,0,2,1.3465909090909092,1.2298785276073623
bay_street_082,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.92,7,3.28,87,79,8,0,0,0,0,2.5999999999999943,-0.4252990851513019,1,15,1,1,0,0,2,1.209183673469388,1.3266365853658535
bay_street_083,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.43,7,3.1,88,80,8,0,0,0,0,3.299999999999983,-0.25255856036996094,1,1,0,1,1,0,2,1.3819241982507289,1.403667096774193
bay_street_084,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.48,7,2.97,89,80,9,0,0,0,0,5.099999999999994,-0.27241379310344827,0,1,1,1,0,0,1,1.3620689655172415,1.349967676767677
bay_street_085,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.07,6,2.98,90,84,6,0,0,0,0,8.099999999999994,-0.0905088172526114,1,1,0,0,0,0,1,1.5439739413680784,1.5433449664429528
bay_street_086,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.68,7,3.41,91,86,5,0,0,0,0,0,,1,1,1,0,0,0,1,1.2880434782608696,1.2760609970674484
bay_street_087,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.9,8,3.1,92,86,6,0,0,0,0,0,,1,1,0,1,1,0,1,1.2153846153846155,1.3237316129032257
bay_street_088,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.46,7,2.73,93,89,4,0,0,0,0,0,,0,16,0,1,0,0,1,1.369942196531792,1.3778769230769232
bay_street_089,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.58,7,2.98,94,89,5,0,0,1,0,0,,0,16,0,1,1,0,3,1.324022346368715,1.3454375838926178
bay_street_090,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.98,6,2.92,95,91,4,0,1,0,0,0,,1,1,0,0,0,0,1,1.5906040268456376,1.490194520547945
bay_street_091,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.04,6,2.81,96,91,5,0,1,0,0,0,,1,1,1,0,0,0,1,1.5592105263157896,1.5485295373665477
bay_street_092,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.91,8,2.99,98,94,4,0,0,0,0,4,-0.1117461315349555,0,17,1,1,1,0,2,1.2122762148337596,1.2580615384615386
bay_street_093,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.31,7,3.09,99,96,3,0,1,0,0,0,,0,1,0,1,0,0,1,1.43202416918429,1.3777359223300971
bay_street_094,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.64,7,3.2,101,99,2,0,0,0,0,0,,1,1,0,1,1,0,1,1.3021978021978022,1.282365
bay_street_095,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.3,8,3.6,102,100,2,0,0,0,0,0,,1,1,1,1,0,0,1,1.102325581395349,1.208713333333333
bay_street_096,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.41,7,2.96,103,101,2,0,1,0,0,5.5,0.1491916291781179,1,1,0,0,0,1,1,1.3900293255131966,1.3863405405405407
bay_street_097,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.04,7,2.67,104,101,3,0,1,0,0,8.799999999999983,0.3183728299807109,0,1,0,1,0,0,1,1.5592105263157896,1.5016494382022476
bay_street_098,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.17,7,3.2,105,103,2,0,1,0,0,9.599999999999994,-0.10414704885306425,0,1,0,1,0,0,1,1.1366906474820144,1.2529387500000002
bay_street_099,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.51,8,2.74,106,103,3,0,0,1,0,0,,0,1,1,1,0,0,3,1.3504273504273505,1.372848175182482
bay_street_100,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.32,7,3.49,107,106,1,0,1,1,0,0,,0,1,1,0,0,0,3,1.097222222222222,1.0778234957020059
bay_street_101,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,5.12,8,3.41,108,106,2,0,0,0,0,5.100000000000023,-0.4246461004273505,0,18,0,1,1,0,1,0.92578125,1.103109677419355
bay_street_102,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.98,8,3.93,109,106,3,0,0,0,0,5.200000000000017,-0.3986201215116879,0,18,0,1,0,0,1,0.9518072289156626,0.957151145038168
