record_id,site,observation_dates,collection_windows,source_sheet,time_taken_to_cross_s,steps_taken_for_cross,time_for_six_steps_s,people_entered_zone_count,people_exited_zone_count,people_in_zone_count,stopped,direction_code,with_phone,earphones,following_phone_user_or_headway,speed_difference_from_followed_phone_user,gender_recorded_code,walking_alone,backpack,carrying_one_hand,carrying_both_hands,heavy_weight,paper_category_code,speed_mps,speed_uniform_step_length_mps
bay_street_103,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.56,7,3.61,110,106,4,0,0,0,0,6.300000000000011,-0.31095366621682397,0,1,0,1,0,1,1,1.0394736842105265,1.1106382271468147
bay_street_104,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.36,6,3.19,111,106,5,0,0,0,0,6.5,0.060286935286935295,0,1,0,1,1,1,1,1.4107142857142858,1.256866457680251
bay_street_105,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.75,7,3.29,112,107,5,0,1,0,0,0,,1,19,1,0,0,0,1,1.264,1.3226042553191486
bay_street_106,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.8,7,3.27,113,107,6,0,1,0,0,0,,0,19,1,0,0,0,1,1.2473684210526317,1.2261174311926608
bay_street_107,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.37,6,3.72,114,110,4,0,0,0,0,0,,1,20,1,1,0,0,1,1.0846681922196797,1.2363354838709677
bay_street_108,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.31,7,3.67,115,110,5,0,0,0,0,0,,1,20,1,0,0,0,1,1.0997679814385153,1.1856588555858307
bay_street_109,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.28,6,3.18,116,113,3,0,0,0,0,0,,1,1,0,0,0,0,1,1.4451219512195124,1.3683547169811316
bay_street_110,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.59,6,3.19,117,116,1,0,0,0,0,0,,1,1,0,0,0,0,1,1.3203342618384402,1.364065203761755
bay_street_111,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.94,6,2.84,118,116,2,0,0,0,0,0,,0,1,1,0,0,0,1,1.6122448979591837,1.4990154929577464
bay_street_112,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.03,7,3.85,119,118,1,0,0,1,0,0,,0,1,0,1,0,0,3,1.1761786600496278,1.0414036363636365
bay_street_113,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.8,7,3.01,121,120,1,0,0,0,0,0,,1,1,0,0,0,0,1,1.2473684210526317,1.3633116279069768
bay_street_114,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.4,7,2.79,122,121,1,0,0,0,0,0,,0,1,0,0,0,0,1,1.3941176470588237,1.437062365591398
bay_street_115,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.18,8,3.65,123,121,2,0,1,0,0,0,,0,21,0,1,0,0,1,1.1339712918660287,1.0984668493150687
bay_street_116,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.41,8,3.28,124,121,3,0,1,0,0,0,,1,21,1,0,0,0,1,1.0748299319727892,1.3266365853658535
bay_street_117,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.55,6,3.19,125,121,4,0,0,0,0,0,,0,1,0,1,0,0,1,1.335211267605634,1.256866457680251
bay_street_118,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.98,8,3.54,126,121,5,0,0,0,0,0,,0,1,1,1,0,0,1,0.9518072289156626,1.0626000000000002
bay_street_119,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.5,7,3.07,127,126,1,0,0,1,0,0,,0,1,1,0,0,0,3,1.3542857142857143,1.305994788273616
bay_street_120,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.38,7,3.48,128,127,1,0,1,0,0,0,,1,22,1,0,0,0,1,1.082191780821918,1.2503931034482756
bay_street_121,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.22,8,3.17,129,127,2,0,1,0,0,0,,1,22,1,0,0,0,1,1.123222748815166,1.372671293375394
bay_street_122,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.2,8,2.83,130,127,3,0,1,0,0,0,,0,22,1,0,0,0,1,1.1285714285714286,1.3291886925795056
bay_street_123,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.54,7,3.05,131,127,4,0,0,0,0,8.199999999999989,-0.015302663438256703,0,1,0,1,0,0,1,1.3389830508474576,1.3145586885245906
bay_street_124,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.67,7,3.16,132,127,5,0,0,0,0,8.900000000000006,-0.06273258077072796,1,1,1,0,0,0,1,1.2915531335149864,1.2985974683544304
bay_street_125,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.46,6,3.33,133,127,6,0,0,0,0,9.400000000000006,0.01565648224607763,1,1,1,0,0,0,1,1.369942196531792,1.3067171171171168
bay_street_126,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.19,6,3.15,134,127,7,0,0,0,0,0,,1,1,0,0,0,0,1,1.4858934169278997,1.3813866666666663
bay_street_127,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.25,6,3.2,135,128,7,0,0,0,0,0,,0,1,0,1,0,0,1,1.4584615384615385,1.2529387500000002
bay_street_128,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.08,6,3.11,136,131,5,0,1,0,0,0,,0,1,1,0,0,0,1,1.538961038961039,1.368875884244373
bay_street_129,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.84,7,3.28,137,132,5,0,0,0,0,0,,0,1,0,1,1,0,1,1.234375,1.2223792682926833
bay_street_130,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.99,7,3.44,138,134,4,0,0,0,0,0,,0,1,1,1,1,0,1,1.1879699248120301,1.1655244186046514
bay_street_131,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.89,6,4.33,139,135,4,0,0,0,0,0,,1,23,0,0,0,0,1,0.9693251533742332,1.0621635103926097
bay_street_132,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.55,6,3.09,140,135,5,0,0,0,0,0,,1,1,1,0,0,0,1,1.335211267605634,1.4082097087378638
bay_street_133,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.86,7,3.84,141,136,5,0,0,0,0,0,,0,23,0,0,0,0,1,0.9753086419753086,1.108646875
bay_street_134,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.12,6,3.14,142,140,2,0,0,0,0,0,,1,1,1,0,0,0,1,1.5192307692307692,1.3857859872611462
bay_street_135,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.11,7,3.41,143,142,1,0,1,0,0,0,,0,1,1,1,0,0,1,1.1532846715328466,1.1757782991202348
bay_street_136,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.58,7,3.44,144,142,2,0,0,0,0,0,,1,1,1,0,0,0,1,1.324022346368715,1.3369674418604651
bay_street_137,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,1.65,5,1.19,145,142,3,0,1,0,0,0,,0,1,1,0,0,0,1,2.872727272727273,3.36924705882353
bay_street_138,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.04,5,3.24,146,142,4,0,0,0,0,0,,1,1,1,0,0,0,1,1.5592105263157896,1.419496296296296
bay_street_139,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.99,7,3.43,148,147,1,0,0,0,0,0,,0,24,1,1,0,0,1,1.1879699248120301,1.168922448979592
bay_street_140,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.59,6,3.41,149,147,2,0,0,0,0,0,,0,24,1,1,0,0,1,1.3203342618384402,1.1757782991202348
bay_street_141,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.89,6,2.81,150,147,3,0,0,0,0,0,,1,1,0,1,0,0,1,1.6401384083044983,1.5485295373665477
bay_street_142,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.68,6,3.04,151,150,1,0,0,0,1,0,,0,1,1,0,0,0,1,1.7686567164179103,1.4003960526315788
bay_street_143,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.61,8,3.44,152,150,2,0,1,0,0,0,,1,25,1,0,0,0,1,1.0281995661605206,1.2649325581395345
bay_street_144,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.32,7,3.42,154,153,1,0,0,0,0,0,,0,1,1,1,0,0,1,1.097222222222222,1.099884210526316
bay_street_145,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.19,6,3.32,155,153,2,0,0,0,0,0,,1,1,0,1,0,0,1,1.4858934169278997,1.3852915662650602
bay_street_146,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.53,7,3.1,156,154,2,0,0,0,0,0,,0,26,1,0,0,0,1,1.3427762039660058,1.3732916129032258
bay_street_147,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.85,7,3.4,157,154,3,0,0,0,0,0,,0,26,1,1,0,0,1,1.2311688311688311,1.2521188235294118
bay_street_148,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.59,7,3.46,158,155,3,0,0,1,0,0,,1,27,0,1,0,0,3,1.0326797385620916,1.2576208092485546
bay_street_149,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.5,8,3.01,159,155,4,0,0,0,0,1,-0.17783549783549768,0,27,1,0,0,0,2,1.0533333333333335,1.3320279069767447
bay_street_150,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.29,7,3.55,160,155,5,0,0,0,0,3.2000000000000455,-0.12627372627372613,0,1,0,1,0,0,2,1.104895104895105,1.129409577464789
bay_street_151,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.88,6,3.16,161,157,4,0,1,0,0,0,,0,1,1,1,0,0,1,1.2216494845360826,1.2687987341772153
bay_street_152,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.15,6,3.16,162,159,3,0,1,0,0,0,,0,1,1,0,0,0,1,1.504761904761905,1.3472164556962023
bay_street_153,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.65,7,3.18,163,159,4,0,1,0,0,0,,1,1,0,0,0,0,1,1.2986301369863014,1.2904301886792453
bay_street_154,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.81,7,3.19,164,159,5,0,0,0,0,7.400000000000034,0.012925657020145254,0,1,1,0,0,0,1,1.2440944881889764,1.256866457680251
bay_street_155,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.72,7,2.98,165,160,5,0,1,0,0,0,,1,1,1,0,0,1,1,1.2741935483870968,1.4601906040268453
bay_street_156,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.28,7,2.88,166,162,4,0,1,0,0,0,,1,1,0,0,0,0,1,1.4451219512195124,1.5108916666666663
bay_street_157,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.58,7,2.99,167,165,2,0,1,0,0,0,,0,28,0,1,0,0,1,1.324022346368715,1.3409377926421406
bay_street_158,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.6,7,3.15,168,166,2,0,1,0,0,0,,1,28,1,0,0,0,1,1.3166666666666667,1.3813866666666663
bay_street_159,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.4,7,4,169,166,3,0,1,0,0,0,,1,28,0,0,0,0,1,1.3941176470588237,1.149792
bay_street_160,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.82,8,2.83,170,166,4,0,1,0,0,0,,0,1,0,0,0,0,1,1.2408376963350787,1.3291886925795056
bay_street_161,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.58,7,3.3,171,166,5,0,0,0,0,0,,0,1,1,0,0,1,1,1.324022346368715,1.2149709090909093
bay_street_162,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.08,7,3.39,172,168,4,0,1,0,0,0,,1,29,1,0,0,0,1,1.161764705882353,1.283589380530973
bay_street_163,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.91,8,2.98,173,168,5,0,1,0,0,0,,0,29,0,1,0,0,1,1.2122762148337596,1.2622832214765103
bay_street_164,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.17,8,3.21,174,169,5,0,1,0,0,0,,0,1,0,1,0,0,1,1.1366906474820144,1.1718392523364487
bay_street_165,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.48,7,3.81,175,169,6,0,1,0,0,0,,1,30,1,0,0,0,1,1.0580357142857142,1.142091338582677
bay_street_166,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.07,6,3.21,176,169,7,0,1,0,0,0,,0,1,1,0,0,0,1,1.5439739413680784,1.249035514018692
bay_street_167,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.12,8,3.04,177,170,7,0,1,0,0,0,,0,30,0,0,0,0,1,1.1504854368932038,1.3188828947368423
bay_street_168,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.41,7,3.27,178,171,7,0,1,0,0,0,,0,30,1,0,0,0,1,1.0748299319727892,1.1503376146788993
bay_street_169,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.87,7,3.48,179,175,4,0,1,0,0,0,,1,1,0,0,0,0,1,1.2248062015503876,1.2503931034482756
bay_street_170,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.56,8,3.36,180,177,3,0,1,1,0,0,,1,1,1,0,0,0,3,1.0394736842105265,1.2950499999999998
bay_street_171,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.39,7,3.25,181,178,3,0,1,1,0,1.8999999999999773,0.040252967270111295,1,31,0,0,0,0,3,1.0797266514806378,1.3388824615384611
bay_street_172,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.96,6,3.94,182,178,4,0,0,0,0,0,,1,1,1,0,0,0,1,1.196969696969697,1.1044081218274109
bay_street_173,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.44,7,3.27,183,178,5,0,1,1,0,0.39999999999997726,-0.012159083913070301,0,31,0,0,0,0,3,1.0675675675675675,1.1503376146788993
bay_street_174,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.33,7,3.27,184,178,6,0,1,0,0,0.10000000000002274,0.027120654141439493,0,31,0,1,0,0,2,1.094688221709007,1.1503376146788993
bay_street_175,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.95,8,3.27,185,180,5,0,1,1,0,3.2000000000000455,-0.10999180999180991,0,32,1,0,0,0,3,0.9575757575757576,1.1503376146788993
bay_street_176,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.95,7,3.39,186,180,6,0,1,1,0,0.19999999999998863,0,0,32,1,0,0,0,3,0.9575757575757576,1.1096176991150444
bay_street_177,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,5.05,8,3.43,187,184,3,0,1,0,0,1.5,-0.018961896189618965,0,1,1,0,0,0,2,0.9386138613861387,1.0966775510204083
bay_street_178,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.41,7,3.31,188,187,1,0,0,1,0,0,,0,1,1,1,1,0,3,1.0748299319727892,1.2113003021148039
bay_street_179,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.64,7,3.12,189,188,1,0,1,0,0,0,,0,1,0,1,0,0,1,1.3021978021978022,1.2850653846153848
bay_street_180,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.55,7,2.82,190,189,1,0,1,0,0,0,,0,1,0,1,0,0,1,1.335211267605634,1.4217744680851068
bay_street_181,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.39,6,3.1,191,190,1,0,0,0,0,0,,0,1,1,1,0,0,1,1.3982300884955752,1.2933561290322584
bay_street_182,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.67,7,3.1,192,191,1,0,0,0,0,0,,0,1,0,0,0,0,1,1.2915531335149864,1.2933561290322584
bay_street_183,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.03,6,3.04,193,191,2,0,0,0,0,0,,1,1,1,1,0,0,1,1.5643564356435646,1.4313710526315786
bay_street_184,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.56,7,3.09,194,191,3,0,0,1,0,0,,0,1,0,0,0,0,3,1.0394736842105265,1.2173475728155343
bay_street_185,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.31,6,3.3,195,191,4,0,1,0,0,0,,1,1,1,0,0,0,1,1.43202416918429,1.3936872727272727
bay_street_186,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.03,7,3.33,196,193,3,0,0,0,0,2.400000000000034,0.13670497583910124,0,1,1,1,1,0,2,1.1761786600496278,1.2040252252252255
bay_street_187,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,2.88,6,2.79,197,196,1,0,1,0,0,0,,0,1,1,0,0,0,1,1.6458333333333335,1.437062365591398
bay_street_188,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.12,6,3.24,198,196,2,0,1,0,0,0,,0,1,0,1,0,0,1,1.5192307692307692,1.2374703703703704
bay_street_189,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.1,6,3.04,199,198,1,0,0,0,0,0,,0,1,0,1,0,0,1,1.5290322580645161,1.3188828947368423
bay_street_190,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.33,6,2.89,200,198,2,0,1,0,0,0,,1,1,1,0,0,0,1,1.4234234234234235,1.5056636678200688
bay_street_191,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.83,7,3.23,201,198,3,0,0,0,0,0,,0,1,0,0,0,1,1,1.237597911227154,1.2413015479876164
bay_street_192,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.03,7,3.5,202,199,3,0,0,0,0,0,,0,1,0,1,0,0,1,1.1761786600496278,1.1455440000000003
bay_street_193,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.74,7,2.95,203,199,4,0,1,1,0,0,,0,1,1,0,0,0,3,1.267379679144385,1.35912
bay_street_194,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4.21,8,3.13,204,203,1,0,1,1,0,0,,1,1,1,0,0,0,3,1.1258907363420427,1.3110440894568691
bay_street_195,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.67,7,3.21,205,203,2,0,0,0,0,0,,1,1,1,1,0,0,1,1.2915531335149864,1.278370093457944
bay_street_196,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.94,7,3.28,206,203,3,0,1,0,0,2.6999999999999886,0.07715494893714525,1,1,0,0,0,0,2,1.203045685279188,1.251087804878049
bay_street_197,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.52,7,3.05,207,203,4,0,0,0,0,0,,0,1,0,1,0,0,1,1.3465909090909092,1.3145586885245906
bay_street_198,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.44,7,3.4,208,203,5,0,0,0,0,0,,0,33,0,1,0,0,1,1.377906976744186,1.1792364705882357
bay_street_199,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.1,6,3.07,209,204,5,0,0,0,0,0,,0,33,0,1,0,0,1,1.5290322580645161,1.305994788273616
bay_street_200,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.46,7,3.01,210,205,5,0,0,1,0,0,,1,1,1,0,0,0,3,1.369942196531792,1.4456372093023253
bay_street_201,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,4,7,3.13,211,205,6,0,0,0,0,1.5,-0.1849421965317919,0,1,1,1,0,0,2,1.185,1.2017904153354635
bay_street_202,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.39,6,3.16,212,208,4,0,0,0,0,2.599999999999966,0.02828789196378323,0,1,1,1,0,0,2,1.3982300884955752,1.2687987341772153
bay_street_203,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.1,6,3.19,213,210,3,0,1,0,0,0,,1,34,0,0,0,0,1,1.5290322580645161,1.4417454545454544
bay_street_204,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.05,7,2.71,214,211,3,0,1,0,0,0,,0,34,0,0,0,0,1,1.554098360655738,1.4794848708487087
bay_street_205,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.13,6,3.06,215,211,4,0,1,0,0,0,,1,1,1,0,0,0,1,1.514376996805112,1.5029960784313725
bay_street_206,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.64,7,3.19,216,215,1,0,1,1,0,0,,0,1,0,1,0,0,3,1.3021978021978022,1.256866457680251
bay_street_207,"Bay Street, Ultimo, NSW",2018-05-01; 2018-06-13,16:42-16:55; 11:11-11:28; 16:22-16:38,Useful data,3.37,6,2.93,217,215,2,0,1,0,0,1.6999999999999886,0.10433038771317693,0,1,0,0,0,0,2,1.4065281899109792,1.3683972696245736
