record_id,site,observation_date,collection_window,source_sheet,seconds_elapsed,speed_mps,walking_direction,distance_m,in_group,using_phone,texting,calling,holding_phone,gender_recorded,overtaken,overtakes,phone_follower,phone_follower_2,phone_follower_3,text_follower,group_follower
city_road_071,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,15.999999999994508,1.1250000000003861,towards,18,N,Y,Y,N,Y,M,Y,,N,N,N,,
city_road_072,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,17.99999999999322,1.3333333333338355,away,24,N,N,N,N,N,F,,,,N,,,
city_road_073,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,20.000000000001528,1.1999999999999083,away,24,N,N,N,N,N,M,,,,N,,,
city_road_074,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,21.999999999995445,1.0909090909093166,away,24,N,N,N,N,N,M,Y,,,N,,,
city_road_075,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,17.99999999999322,1.3333333333338355,away,24,N,N,N,N,N,M,,74,,N,,,
city_road_076,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,17.999999999998018,1.3333333333334803,away,24,N,N,N,N,N,M,Y,,,N,,,
city_road_077,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,23.999999999998956,1.0000000000000435,away,24,N,Y,Y,N,Y,F,Y,,,N,,,
city_road_078,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,17.999999999998018,1.3333333333334803,away,24,N,N,N,N,N,M,Y,,,N,,,
city_road_079,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,13.999999999995794,1.7142857142862293,away,24,N,N,N,N,N,F,,76 77 78 79,,N,,,
city_road_080,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,17.00000000000106,1.411764705882265,away,24,N,N,N,N,N,M,Y,77 78,,N,,,
city_road_081,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,14.00000000000059,1.2857142857142316,towards,18,N,N,N,N,Y,M,,,Y,N,N,,
city_road_082,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,25.00000000000071,0.9599999999999728,away,24,N,Y,Y,N,Y,M,,,,N,,,
city_road_083,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,23.000000000001997,1.0434782608694746,away,24,N,N,N,N,N,F,,,,N,,,
city_road_084,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,10.999999999995325,1.636363636364332,towards,18,N,N,N,N,N,F,,,Y,Y,N,,
city_road_085,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.999999999999773,1.2631578947368571,away,24,N,Y,Y,N,Y,M,,,,N,,,
city_road_086,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,17.000000000005855,1.4117647058818668,away,24,N,N,N,N,Y,M,Y,,,N,,,
city_road_087,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,12.000000000001876,1.9999999999996874,away,24,N,N,N,N,N,F,,86,,N,,,
city_road_088,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,14.000000000005386,1.7142857142850547,away,24,N,Y,N,Y,Y,F,,,,N,,,
city_road_089,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,23.000000000001997,1.0434782608694746,away,24,N,N,N,N,N,M,,,,N,,,
city_road_090,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.999999999999773,0.947368421052643,towards,18,N,N,N,N,N,F,Y,,Y,N,N,,
city_road_091,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,22.000000000005038,1.090909090908841,away,24,N,N,N,N,N,M,,,,N,,,
city_road_092,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,10.999999999995325,1.636363636364332,towards,18,N,N,N,N,Y,M,,90 94 95 96,Y,N,N,,
city_road_093,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,20.999999999998487,1.1428571428572252,away,24,N,N,N,N,N,M,,,,N,,,
city_road_094,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.000000000002814,0.9999999999998437,towards,18,Y,N,N,N,N,F,Y,,Y,N,N,,
city_road_095,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.000000000002814,0.9999999999998437,towards,18,Y,N,N,N,N,F,Y,,Y,Y,N,,
city_road_096,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.000000000002814,0.9999999999998437,towards,18,Y,N,N,N,N,F,Y,,Y,N,N,,
city_road_097,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,21.999999999995445,1.0909090909093166,away,24,N,N,N,N,Y,M,,,,N,,,
city_road_098,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,29.999999999995097,0.8000000000001307,away,24,N,Y,Y,N,Y,M,,,,N,,,
city_road_099,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.999999999999773,1.2631578947368571,away,24,N,N,N,N,N,M,,,,N,,,
city_road_100,"City Road Bridge, University of Sydney",2018-04-24,11:24-12:34,Raw data,18.999999999999773,0.947368421052643,towards,18,Y,N,N,N,N,F,,,Y,N,N,,
